gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_bucket,services_count,monthly_to_total_ratio,internet_no_techsupport,ExpectedTenure,CLV
0,0,1,1,69,1,0,0,0,2,2,2,0,0,1,0,0,59.1,4134.7,2,5,1.0139287378307462,0,69,4077.9
1,0,0,0,23,1,2,1,0,0,2,0,0,0,0,1,2,81.0,1917.1,1,4,1.0290391841116477,1,24,1944.0
1,0,0,0,24,1,0,1,0,0,0,2,2,2,0,1,2,96.0,2122.45,1,5,0.9212022569444444,0,24,2304.0
0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,82.5,4179.1,2,8,1.0131151515151515,0,50,4125.0
1,0,0,1,49,1,2,1,2,2,2,0,2,2,1,1,1,109.2,5290.45,2,8,0.9887213127009045,1,49,5350.8
0,0,1,1,41,1,0,0,2,2,0,2,2,2,2,0,2,78.45,3126.45,2,7,0.9720188406472974,0,41,3216.4500000000003
0,0,0,0,53,1,0,1,0,2,2,0,2,2,1,1,3,100.3,5200.8,2,6,0.9783479749430953,1,53,5315.9
0,0,0,1,50,1,0,0,2,0,2,2,2,0,1,1,1,70.8,3478.15,2,6,0.9825282485875706,0,50,3540.0
1,0,0,0,20,1,0,0,0,2,0,0,0,0,0,1,3,51.8,1023.85,1,3,0.9882722007722008,1,24,1243.1999999999998
0,0,0,1,16,1,0,2,1,1,1,1,1,1,1,1,0,19.3,360.35,1,1,1.1669365284974094,0,24,463.20000000000005
1,1,1,0,52,1,2,1,2,0,2,0,2,2,0,1,2,104.2,5568.35,2,7,1.0276742211723018,1,52,5418.400000000001
0,0,0,0,68,1,2,0,2,0,0,0,0,0,0,0,3,54.45,3687.75,2,4,0.9959893048128341,1,68,3702.6000000000004
0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.45,78.45,0,3,1.0,1,24,1882.8000000000002
0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,90.95,6652.45,2,9,1.0158893775578766,0,72,6548.400000000001
0,0,0,0,11,1,0,0,0,0,0,0,2,2,0,1,2,64.9,716.1,3,4,1.003081664098613,1,24,1557.6000000000001
0,1,0,0,18,1,0,2,1,1,1,1,1,1,1,0,0,20.35,369.6,1,1,1.0090090090090091,0,24,488.40000000000003
1,0,0,0,33,1,2,0,0,2,0,0,0,0,0,1,0,54.65,1665.2,2,4,0.9233413734786104,1,33,1803.45
0,0,0,0,25,0,1,0,0,0,2,0,2,2,0,1,2,48.25,1293.8,2,4,1.072580310880829,1,25,1206.25
0,0,1,0,52,1,2,1,0,2,2,0,2,0,0,0,0,94.6,5025.8,2,6,1.0216701902748415,1,52,4919.2
0,0,1,0,17,1,2,1,0,0,0,0,2,2,0,0,2,92.6,1579.7,1,5,1.0034938381400078,1,24,2222.3999999999996
1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,3,78.85,1600.25,1,4,0.9224938029630485,1,24,1892.3999999999999
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,1,1,74.75,1129.35,1,3,0.9442725752508361,1,24,1794.0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,18.8,56.0,0,1,0.9929078014184396,0,24,451.20000000000005
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.75,856.5,2,1,0.9427627958172813,0,46,908.5
0,0,1,0,27,1,0,1,0,2,0,0,0,0,0,1,2,76.1,2093.4,2,3,1.0188348664038547,1,27,2054.7
0,1,1,0,5,1,2,1,0,0,0,0,0,0,0,1,2,74.35,334.8,0,3,0.9006052454606591,1,24,1784.3999999999999
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,45.55,84.4,0,2,0.9264544456641055,1,24,1093.1999999999998
1,0,0,0,52,1,2,0,2,2,2,2,2,2,2,1,3,89.25,4652.4,2,9,1.0024563671622495,0,52,4641.0
0,1,0,0,5,0,1,0,0,0,0,0,2,2,0,0,2,45.7,198.0,0,3,0.8665207877461707,1,24,1096.8000000000002
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85,0,2,1.0,1,24,1100.4
0,0,0,1,53,1,2,0,0,2,2,2,2,2,1,1,2,84.6,4449.75,2,8,0.9924059949150276,0,53,4483.799999999999
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,19.7,220.35,3,1,0.9321065989847717,0,24,472.79999999999995
1,0,1,0,67,0,1,0,2,2,0,2,0,2,2,1,0,50.95,3521.7,2,5,1.031652336941397,0,67,3413.65
1,0,1,1,50,0,1,0,2,0,0,0,2,0,0,1,1,39.45,2021.35,2,3,1.024765525982256,1,50,1972.5000000000002
1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,2,70.5,597.9,3,2,0.9423167848699763,1,24,1692.0
1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1756.2,2,2,1.0327854391484608,0,71,1700.45
0,0,0,1,12,1,2,1,0,0,0,0,2,0,0,1,2,84.05,966.55,3,4,0.9583085465000992,1,24,2017.1999999999998
0,1,1,0,42,1,2,1,2,0,2,0,2,2,1,1,0,105.2,4599.15,2,7,1.0409084736556218,1,42,4418.400000000001
0,0,0,0,22,1,2,0,2,0,0,2,0,0,0,1,3,59.05,1253.5,1,5,0.9648987760757448,0,24,1417.1999999999998
1,0,1,0,41,1,2,0,0,0,2,0,2,2,1,1,2,73.0,3001.2,2,6,1.0027397260273971,1,41,2993.0
1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,50.4,137.25,0,3,0.9077380952380953,1,24,1209.6
0,1,0,0,6,1,2,1,0,2,0,0,2,2,0,1,2,98.25,560.6,0,6,0.9509754028837999,1,24,2358.0
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,50.65,50.65,0,3,1.0,1,24,1215.6
1,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,0,25.25,1728.2,2,2,1.0065230052417007,0,68,1717.0
0,0,1,1,56,1,2,0,2,2,2,2,2,0,2,0,1,81.25,4620.4,2,8,1.0154725274725274,0,56,4550.0
0,1,0,0,56,1,2,1,0,2,2,2,2,0,2,1,0,99.9,5706.3,2,7,1.020002145002145,0,56,5594.400000000001
0,0,0,0,47,1,0,0,2,2,0,2,0,0,1,1,3,58.9,2813.05,2,5,1.0161651555106024,0,47,2768.2999999999997
1,1,0,0,4,1,0,1,2,0,0,0,0,0,0,0,2,75.35,273.4,0,3,0.907100199071002,1,24,1808.3999999999999
1,0,0,0,19,1,2,1,2,0,2,0,0,0,0,1,2,84.75,1651.95,1,5,1.0258965999068468,1,24,2034.0
1,0,0,0,8,0,1,0,2,0,0,0,0,0,0,1,2,30.45,226.45,3,2,0.9295977011494253,1,24,730.8
0,0,0,0,5,1,2,1,0,2,0,0,2,0,0,1,2,90.8,455.5,0,5,1.0033039647577093,1,24,2179.2
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.5,1500.95,2,1,1.0312263826863621,0,71,1455.5
0,1,0,0,57,1,2,1,2,0,2,2,0,2,2,0,1,101.3,5779.6,2,7,1.000952529398521,0,57,5774.099999999999
0,0,1,0,58,1,2,1,0,0,2,2,2,2,0,1,1,102.1,5885.4,2,7,0.9938532203046372,0,58,5921.799999999999
1,1,1,0,64,1,2,1,0,2,2,0,0,2,0,1,2,94.25,6081.4,2,6,1.0081896551724137,1,64,6032.0
0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,1,3,20.0,416.45,1,1,1.041125,0,24,480.0
0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,85.35,2896.6,2,4,0.9981736103931907,1,34,2901.8999999999996
1,0,0,0,7,1,0,1,0,0,2,0,0,0,0,0,3,74.65,544.55,3,3,1.0421012343316427,1,24,1791.6000000000001
1,0,0,1,27,1,0,2,1,1,1,1,1,1,2,0,3,20.6,581.85,2,1,1.0461165048543688,0,27,556.2
1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,45.35,141.5,0,2,1.040058801911062,1,24,1088.4
1,0,0,0,7,1,2,1,0,2,0,0,2,2,0,1,2,99.8,673.25,3,6,0.963713140566848,1,24,2395.2
1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,1,3,19.1,1268.85,2,1,0.9627816981561574,0,69,1317.9
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,1,2,85.0,2642.05,2,4,0.971341911764706,1,32,2720.0
1,0,1,1,7,1,0,0,0,0,2,0,0,0,0,0,2,48.7,340.25,3,3,0.9980932824875329,1,24,1168.8000000000002
0,0,0,0,14,1,0,0,0,0,0,2,2,2,0,1,2,69.65,921.4,1,5,0.9449287252589477,0,24,1671.6000000000001
1,0,1,1,8,1,0,0,0,0,0,0,2,0,0,1,2,54.4,475.1,3,3,1.0916819852941178,1,24,1305.6
1,0,0,0,26,0,1,0,2,0,0,2,2,2,1,0,1,54.55,1362.85,2,5,0.9609038990340548,0,26,1418.3
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.55,44.55,0,2,1.0,1,24,1069.1999999999998
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.8,45.8,0,2,1.0,1,24,1099.1999999999998
0,0,0,0,42,1,2,0,0,0,2,2,2,2,2,1,1,78.45,3373.4,2,7,1.0238246987768975,0,42,3294.9
0,0,0,0,41,1,2,1,0,0,2,0,2,2,0,0,0,98.05,3990.6,2,6,0.9926742204698947,1,41,4020.0499999999997
0,1,0,0,21,0,1,0,2,0,0,0,2,0,0,1,2,41.9,840.1,1,3,0.9547675872258211,1,24,1005.5999999999999
1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,0,24.1,587.4,1,2,1.0155601659751035,0,24,578.4000000000001
0,1,1,0,12,1,0,0,2,0,2,2,2,2,1,1,2,79.2,943.85,3,7,0.9931081649831649,0,24,1900.8000000000002
1,0,0,0,42,1,2,1,0,2,0,0,2,2,0,1,2,101.75,4273.45,2,6,0.9999882999883,1,42,4273.5
0,0,1,1,10,1,0,0,0,2,2,0,0,0,0,1,3,55.55,551.3,3,4,0.9924392439243923,1,24,1333.1999999999998
0,0,1,1,62,1,0,0,2,0,2,0,0,0,1,0,1,54.75,3425.35,2,4,1.00908823096185,1,62,3394.5
1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,83.35,4065.0,2,5,1.037664807464039,1,47,3917.45
0,1,1,0,18,1,2,1,0,0,0,2,2,2,0,0,0,99.75,1836.25,1,6,1.0226956279587858,0,24,2394.0
1,1,0,0,23,1,2,1,0,2,2,0,2,2,0,1,2,106.4,2483.5,1,7,1.014833278849297,1,24,2553.6000000000004
1,0,0,0,58,1,0,0,0,2,2,2,2,0,2,0,0,70.1,4048.95,2,6,0.9958556741600669,0,58,4065.7999999999997
1,0,1,1,25,1,0,1,0,0,0,0,2,2,1,1,2,90.4,2178.6,2,4,0.9639823008849557,1,25,2260.0
0,1,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.35,567.8,0,4,1.059130759186719,1,24,2144.3999999999996
0,0,0,0,11,1,0,0,0,0,2,2,0,2,1,0,1,64.9,697.25,3,5,0.9766774057991314,0,24,1557.6000000000001
0,0,0,0,72,1,2,0,2,2,0,0,0,0,2,0,0,59.75,4265.0,2,5,0.9913993491399349,1,72,4302.0
0,0,1,0,41,0,1,0,0,2,0,2,0,0,1,0,3,35.45,1391.65,2,3,0.9574804774846056,0,41,1453.45
0,0,0,0,5,1,0,0,2,0,2,0,0,0,0,0,1,55.8,300.4,0,4,1.0767025089605733,1,24,1339.1999999999998
0,0,1,0,65,1,2,1,2,0,2,0,2,2,0,1,2,105.05,6914.95,2,7,1.0126972503935854,1,65,6828.25
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,89.3,6388.65,2,9,1.0076258221219816,0,71,6340.3
1,0,0,0,36,1,0,0,2,0,2,2,2,2,0,1,1,79.2,2854.95,2,7,1.0013152356902355,0,36,2851.2000000000003
0,0,0,0,60,1,2,0,2,0,2,2,0,0,1,0,2,64.75,4039.5,2,6,1.0397683397683397,0,60,3885.0
0,0,1,0,65,1,0,0,2,2,2,0,0,2,2,0,0,71.0,4386.2,2,6,0.9504225352112675,1,65,4615.0
0,1,0,0,40,1,0,1,0,0,0,0,2,2,0,1,2,91.55,3673.6,2,4,1.0031676679410158,1,40,3662.0
1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2,47.15,223.15,0,3,0.9465535524920466,1,24,1131.6
0,0,1,1,55,1,2,2,1,1,1,1,1,1,2,1,1,25.65,1388.0,2,2,0.9838738259790891,0,55,1410.75
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,114.0,8093.15,2,9,0.9860075536062378,0,72,8208.0
0,1,0,0,44,1,0,1,0,2,2,0,0,2,1,0,1,89.15,3990.75,2,5,1.01737368072197,1,44,3922.6000000000004
0,0,0,0,7,1,0,1,0,0,2,2,2,2,0,1,2,100.4,715.0,3,6,1.0173591348890152,0,24,2409.6000000000004
0,0,0,1,12,1,2,1,0,2,2,0,2,2,0,1,2,105.3,1275.65,3,7,1.009536245647357,1,24,2527.2
0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,94.3,424.45,0,5,1.1252651113467655,1,24,2263.2
0,1,0,0,45,0,1,0,0,0,0,0,0,2,1,0,2,34.2,1596.6,2,2,1.0374269005847951,1,45,1539.0000000000002
0,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,20.35,617.35,2,1,1.0460899771244598,0,29,590.1500000000001
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.0,1849.2,2,2,1.0273333333333334,0,72,1800.0
0,0,1,1,17,1,2,2,1,1,1,1,1,1,0,0,3,24.1,409.9,1,2,1.000488162069807,0,24,578.4000000000001
0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,20.1,221.35,3,1,1.001130710085934,0,24,482.40000000000003
1,0,1,0,48,1,0,2,1,1,1,1,1,1,2,1,3,20.05,1036.0,2,1,1.0764754779717371,0,48,962.4000000000001
1,0,1,0,14,1,2,1,0,0,0,0,0,2,0,1,2,85.15,1139.2,1,4,0.9556245281436121,1,24,2043.6000000000001
0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.5,232.35,0,3,0.962111801242236,1,24,1932.0
1,0,0,0,52,1,2,1,0,2,2,0,2,2,0,1,2,103.05,5364.8,2,7,1.0011570186242678,1,52,5358.599999999999
0,0,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.5,1056.95,3,6,0.9656920968478758,1,24,2388.0
0,0,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.05,741.5,2,1,0.9732248326552041,0,38,761.9
1,0,1,1,65,1,0,2,1,1,1,1,1,1,2,0,3,19.9,1292.6,2,1,0.9993042133745651,0,65,1293.5
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.35,45.35,0,2,1.0,1,24,1088.4
1,0,0,0,29,1,0,0,0,0,2,2,2,2,1,1,0,75.35,2243.9,2,6,1.0268860261309294,0,29,2185.1499999999996
0,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,0,19.5,1167.6,2,1,1.0504723346828608,0,57,1111.5
0,0,1,1,61,0,1,0,0,2,2,2,2,2,2,1,0,61.45,3751.15,2,6,1.0007202977230587,0,61,3748.4500000000003
1,1,0,0,12,0,1,0,0,0,2,2,0,2,0,1,2,43.65,526.95,3,4,1.0060137457044676,0,24,1047.6
1,1,1,1,71,1,0,1,2,2,2,0,0,0,1,1,0,86.7,6179.35,2,5,1.0038419676072583,1,71,6155.7
0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,0,20.15,930.9,2,1,0.9239702233250621,0,50,1007.4999999999999
0,0,0,0,1,1,2,1,0,0,2,0,0,0,0,1,3,79.55,79.55,0,4,1.0,1,24,1909.1999999999998
1,0,1,1,62,1,2,2,1,1,1,1,1,1,1,0,0,24.8,1476.25,2,2,0.9601001560874088,0,62,1537.6000000000001
1,1,0,0,30,1,2,0,0,0,2,2,2,0,2,1,1,69.1,2093.9,2,6,1.0100820067534975,0,30,2073.0
1,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65,6937.95,2,8,0.9823993769690962,0,65,7062.25
0,0,0,0,11,1,0,1,2,0,0,0,0,0,0,0,2,76.4,838.7,3,3,0.997977153736316,1,24,1833.6000000000001
1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,6603.0,2,7,1.0136317583126093,1,63,6514.200000000001
0,0,1,1,43,1,0,0,0,0,0,0,2,0,0,0,2,56.15,2499.3,2,3,1.0351425790552715,1,43,2414.45
0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,0,89.9,6342.7,2,9,0.9937019223237086,0,71,6382.900000000001
0,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,0,18.4,1057.85,2,1,0.9744380987472365,0,59,1085.6
0,1,0,0,11,1,0,1,0,0,0,0,2,2,0,0,0,89.7,1047.7,3,4,1.0618222357352791,1,24,2152.8
0,0,1,0,16,1,0,1,0,2,0,0,2,2,0,1,0,94.65,1461.15,1,5,0.964837559429477,1,24,2271.6000000000004
1,0,0,0,2,1,0,0,0,0,0,2,2,2,0,0,2,70.3,132.4,0,5,0.9416785206258891,0,24,1687.1999999999998
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,71.35,71.35,0,2,1.0,1,24,1712.3999999999999
0,0,0,1,28,1,0,2,1,1,1,1,1,1,0,0,3,20.25,535.35,2,1,0.9441798941798942,0,28,567.0
0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,2,94.25,1973.75,1,5,0.9972211696349628,1,24,2262.0
0,0,1,0,28,1,2,2,1,1,1,1,1,1,1,0,3,25.55,672.2,2,2,0.9396142018451217,0,28,715.4
1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,214.75,3,1,0.9785828206880839,0,24,478.79999999999995
1,0,0,0,54,0,1,0,2,0,0,2,2,0,2,0,1,45.2,2460.55,2,4,1.0080916093084236,0,54,2440.8
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.45,35.45,0,2,1.0,1,24,850.8000000000001
0,0,1,0,37,0,1,0,2,0,0,2,2,0,2,0,2,45.4,1593.1,2,4,0.9483867127038933,0,37,1679.8
1,0,0,0,51,0,1,0,2,0,0,2,0,2,0,1,1,44.45,2181.55,2,4,0.9623282383819669,0,51,2266.9500000000003
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.45,20.45,0,1,1.0,0,24,490.79999999999995
0,0,0,0,28,1,0,1,0,0,0,0,0,2,0,1,2,80.6,2244.95,2,3,0.9947492024104928,1,28,2256.7999999999997
1,0,1,0,53,1,2,0,2,0,2,2,2,0,1,0,0,77.4,4155.95,2,7,1.013102725366876,0,53,4102.200000000001
0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.45,8013.55,2,9,0.9557690472782787,0,72,8384.4
0,0,0,0,61,1,2,0,0,2,2,2,2,2,2,0,1,88.65,5321.25,2,8,0.9840226346009818,0,61,5407.650000000001
1,1,1,0,33,1,2,1,0,0,0,0,2,2,0,1,2,94.5,3105.55,2,5,0.9958473625140293,1,33,3118.5
1,0,0,0,2,1,0,1,2,2,0,0,2,2,0,0,2,100.2,198.5,0,6,0.9905189620758483,1,24,2404.8
1,0,0,0,66,1,0,1,2,0,2,2,2,2,2,1,0,105.65,6844.5,2,7,0.9815858538054467,0,66,6972.900000000001
1,1,1,0,12,1,2,1,0,2,0,0,2,2,0,1,2,101.35,1218.55,3,6,1.0019322479855288,1,24,2432.3999999999996
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,46.3,46.3,0,2,1.0,1,24,1111.1999999999998
0,0,1,0,71,1,2,0,0,0,2,2,2,2,2,1,0,80.45,5662.25,2,7,0.9912989434431324,0,71,5711.95
0,0,0,1,25,1,0,2,1,1,1,1,1,1,0,0,1,20.05,471.7,2,1,0.9410473815461347,0,25,501.25
1,0,0,0,44,1,0,1,2,2,2,0,2,2,1,1,2,106.05,4510.8,2,7,0.9666966696669668,1,44,4666.2
1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,18.95,110.15,0,1,0.9687774846086193,0,24,454.79999999999995
1,0,1,0,52,1,0,0,2,2,0,0,2,2,1,1,3,75.4,3865.45,2,6,0.9858829830646806,1,52,3920.8
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,2,19.5,178.85,3,1,1.019088319088319,0,24,468.0
1,0,1,0,72,1,2,1,2,2,0,2,2,2,2,1,1,108.95,7875.0,2,8,1.0039008719596145,0,72,7844.400000000001
1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,71.45,371.6,0,2,1.0401679496151155,1,24,1714.8000000000002
1,0,1,1,30,1,2,1,0,2,0,2,0,0,0,1,0,83.55,2570.2,2,5,1.0254139237981248,0,30,2506.5
0,0,1,0,69,1,2,1,0,2,2,0,0,0,0,1,0,85.4,5869.4,2,5,0.996062858500492,1,69,5892.6
1,0,1,1,46,1,2,1,0,2,0,0,0,0,0,1,0,80.0,3769.7,2,4,1.024375,1,46,3680.0
1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,20.35,1359.5,2,1,1.012210557665103,0,66,1343.1000000000001
0,1,1,1,46,1,2,1,2,2,0,2,2,2,0,1,2,110.2,4972.1,2,8,0.9808451037639077,0,46,5069.2
1,0,1,1,7,1,0,0,2,0,0,0,2,2,0,0,1,69.7,516.15,3,5,1.0579012092641933,1,24,1672.8000000000002
0,1,0,0,15,1,0,1,2,0,2,2,0,2,0,1,3,96.3,1426.75,1,6,0.9877120110764971,0,24,2311.2
1,0,1,1,5,1,2,0,2,2,0,2,0,0,0,0,1,64.4,316.9,0,6,0.9841614906832298,0,24,1545.6000000000001
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,3,89.4,6376.55,2,9,0.9906397588864032,0,72,6436.8
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.35,6325.25,2,9,0.9860324091755849,0,71,6414.849999999999
0,0,1,1,25,0,1,0,2,2,2,0,2,2,0,1,1,58.6,1502.65,2,6,1.0256996587030718,1,25,1465.0
0,0,0,0,5,1,0,1,0,2,0,0,2,2,0,1,2,96.25,512.45,0,5,1.064831168831169,1,24,2310.0
1,0,1,0,2,1,0,1,0,0,2,0,0,0,0,0,2,76.4,151.8,0,3,0.993455497382199,1,24,1833.6000000000001
0,0,0,0,33,1,2,1,0,0,0,0,0,2,0,1,2,83.35,2757.85,2,4,1.0026540146516152,1,33,2750.5499999999997
0,1,1,0,38,1,2,1,2,2,0,0,0,2,1,0,1,95.0,3591.25,2,6,0.9948060941828255,1,38,3610.0
0,0,1,1,39,1,0,2,1,1,1,1,1,1,2,1,0,19.85,854.8,2,1,1.1041787767228572,0,39,774.1500000000001
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,19.65,38.8,0,1,0.9872773536895675,0,24,471.59999999999997
1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,70.25,331.9,0,2,0.9449110320284697,1,24,1686.0
0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,1,94.45,742.95,3,5,0.9832583377448386,1,24,2266.8
1,0,1,1,19,1,2,1,0,0,2,2,2,2,0,0,2,103.3,2012.7,1,7,1.0254751108167321,0,24,2479.2
1,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.1,336.15,0,4,1.0491573033707866,1,24,1922.3999999999999
1,0,1,1,28,1,2,1,0,0,0,0,2,2,1,0,0,92.2,2568.15,2,5,0.9947900526805082,1,28,2581.6
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.85,1872.2,2,2,1.0059101654846336,0,72,1861.2
1,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0,1,1.0,0,24,481.20000000000005
1,1,1,0,7,1,0,1,0,0,0,0,0,0,0,1,3,70.1,467.55,3,2,0.9528224984715714,1,24,1682.3999999999999
0,0,0,0,17,1,2,1,2,2,0,0,2,0,0,1,2,94.4,1617.5,1,6,1.0079137587238285,1,24,2265.6000000000004
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,0,83.3,6042.7,2,8,1.0075196745364814,0,72,5997.599999999999
0,0,0,0,2,1,2,0,0,0,0,2,0,0,0,1,3,54.35,117.05,0,4,1.0768169273229071,0,24,1304.4
0,0,0,1,13,1,2,1,0,2,2,0,2,2,1,1,1,104.15,1299.1,1,7,0.9594889028398389,1,24,2499.6000000000004
1,0,0,0,3,0,1,0,0,2,0,2,0,0,0,1,3,36.85,108.7,0,3,0.9832654907281773,0,24,884.4000000000001
1,0,1,1,47,1,0,2,1,1,1,1,1,1,1,0,3,20.05,951.55,2,1,1.0097628269751153,0,47,942.35
1,0,1,1,42,1,0,0,0,0,2,2,2,2,1,0,2,73.15,3088.25,2,6,1.0051915503043323,0,42,3072.3
1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,44.95,431.0,3,2,1.0653812878506983,1,24,1078.8000000000002
1,0,1,0,70,1,2,1,0,2,2,0,2,0,1,1,0,95.0,6602.9,2,6,0.9929172932330826,1,70,6650.0
0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.6,95.6,0,5,1.0,1,24,2294.3999999999996
1,0,1,0,44,1,0,1,0,0,0,0,2,2,1,1,0,90.65,3974.15,2,4,0.9963771749486035,1,44,3988.6000000000004
1,1,1,0,45,1,2,1,0,2,2,2,2,0,1,1,0,98.7,4525.8,2,7,1.0189800742992232,0,45,4441.5
0,0,1,1,4,1,0,1,0,0,2,0,0,0,0,1,2,73.75,325.45,0,3,1.1032203389830508,1,24,1770.0
1,0,0,0,20,1,0,0,0,0,0,2,0,0,0,0,3,50.0,1003.05,1,3,1.00305,0,24,1200.0
1,0,1,1,42,1,0,0,2,2,0,0,0,0,0,0,3,54.5,2301.15,2,4,1.005307994757536,1,42,2289.0
0,0,0,0,24,1,0,1,2,0,0,0,2,2,0,1,2,94.6,2283.15,1,5,1.0056157505285415,1,24,2270.3999999999996
0,0,1,0,53,1,2,1,0,2,0,0,2,2,0,1,1,98.4,5149.5,2,6,0.9874022089277495,1,53,5215.200000000001
1,0,0,0,35,1,2,1,0,0,0,0,0,0,0,0,1,75.35,2636.05,2,3,0.9995449805668785,1,35,2637.25
0,0,1,1,67,0,1,0,2,2,2,2,2,0,2,0,1,54.2,3623.95,2,6,0.99794844963375,0,67,3631.4
1,0,1,1,20,1,2,1,0,2,0,2,2,0,0,0,3,96.8,1826.7,1,6,0.943543388429752,0,24,2323.2
0,0,1,1,12,0,1,0,2,0,0,2,0,0,1,0,1,33.15,444.75,3,3,1.118024132730015,0,24,795.5999999999999
0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,24.0,24.0,0,2,1.0,0,24,576.0
0,0,1,1,23,1,0,0,2,2,0,2,0,0,1,1,3,57.75,1282.85,1,5,0.965819687558818,0,24,1386.0
1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,1,3,84.35,3858.05,2,8,1.016413093591517,0,45,3795.7499999999995
1,1,0,0,16,0,1,0,0,2,0,0,2,0,0,1,3,39.0,679.85,1,3,1.0895032051282052,1,24,936.0
0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1115.6,2,1,0.9835140615357488,0,57,1134.3
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,2,54.65,54.65,0,3,1.0,1,24,1311.6
